"Exp2-Old-Bst2-neg_1" "Exp2-Old-Bst2-neg_2" "Exp2-Old-Bst2-neg_3" "Exp2-Old-Bst2-neg_4" "Exp2-Old-Bst2-pos_1" "Exp2-Old-Bst2-pos_2" "Exp2-Old-Bst2-pos_3" "Exp2-Old-Bst2-pos_4"
"Gpr45" 6 16 2 7 2 4 18 1
"Gpr50" 0 1 0 0 0 0 0 0
"Gpr52" 0 0 0 0 0 0 0 1
"Gpr55" 0 0 1 0 0 0 0 0
"Gpr6" 0 0 0 0 0 0 0 0
"Gpr61" 0 26 0 0 0 0 0 0
"Gpr62" 0 5 0 43 18 0 34 0
"Gpr63" 0 1 0 0 31 0 0 0
"Gpr65" 0 0 1 0 0 0 0 0
"Gpr68" 1 5 0 0 2 13 0 0
"Gpr75" 6 0 1 0 28 0 0 60
"Gpr82" 7 0 0 0 0 0 0 0
"Gpr83" 0 0 0 0 1 0 0 0
"Gpr84" 0 0 0 1 0 0 0 0
"Gpr85" 165 111 168 155 147 3 104 84
"Gpr87" 0 23 0 0 0 0 0 0
"Gpr88" 0 1 0 0 0 1 0 0
"Gpr89" 200 109 537 543 288 132 211 484
"Gprasp1" 188 349 308 140 188 198 516 515
"Gprasp2" 79 171 83 5 156 55 298 139
"Gprc5a" 0 0 77 0 0 0 0 0
"Gprc5b" 276 221 207 105 240 27 225 265
"Gprc5c" 0 12 78 0 0 27 1 1
"Gprc5d" 0 0 0 0 0 0 0 0
"Gprc6a" 0 0 0 1 0 0 0 1
"Gprin1" 81 107 157 213 84 39 1 170
"Gprin2" 0 0 0 0 0 0 0 1
"Gprin3" 0 0 0 0 0 0 1 0
"Gps1" 4667 2122 4110 3748 3775 1600 4944 3769
"Gps2" 2068 981 2100 1605 1452 670 1849 1783
"Gpsm1" 211 46 137 354 19 15 161 366
"Gpsm2" 926 731 1361 1846 643 725 1182 1504
"Gpsm3" 0 0 0 0 3 0 12 13
"Gpt" 6 0 60 81 0 84 0 107
"Gpt2" 278 230 395 382 308 214 193 626
"Gpx1" 2727 1414 3156 2735 2630 1043 2886 2648
"Gpx2" 0 0 0 0 0 2 0 0
"Gpx2-ps1" 0 0 0 0 0 0 0 0
"Gpx3" 32 36 135 0 67 0 58 0
"Gpx4" 3943 3060 3679 3793 3494 2100 4595 4989
"Gpx5" 0 0 0 0 0 0 2 0
"Gpx6" 0 0 0 0 0 0 0 0
"Gpx7" 501 166 676 713 679 406 1455 848
"Gpx8" 562 355 560 894 747 452 999 1365
"Gramd1a" 962 365 1865 1346 792 407 850 730
"Gramd1b" 0 8 1 22 0 3 42 1
"Gramd1c" 0 3 0 106 34 81 0 0
"Gramd2" 0 0 0 0 48 0 0 0
"Gramd3" 20 39 390 297 242 237 488 619
"Gramd4" 212 34 85 60 13 97 8 42
"Grap" 0 0 0 0 1 0 0 0
"Grap2" 1 0 0 2 0 0 0 0
"Grasp" 3 11 0 40 0 1 0 0
"Grb10" 203 68 145 176 54 156 0 233
"Grb14" 0 0 0 0 0 26 81 0
"Grb2" 872 473 391 469 366 211 624 889
"Grb7" 0 0 0 0 1 0 0 0
"Grcc10" 4775 2799 3816 4100 4783 2342 4875 6131
"Greb1" 30 35 2 0 1 0 0 84
"Greb1l" 1 1 0 1 1 1 0 1
"Grem1" 0 1 0 0 0 0 0 0
"Grem2" 0 1 0 2 0 0 1 0
"Grhl1" 6 167 84 148 0 55 57 0
"Grhl2" 1 0 0 0 0 0 0 0
"Grhl3" 0 0 0 0 0 0 1 72
"Grhpr" 30 45 184 141 53 64 97 208
"Gria1" 0 1 0 10 23 36 0 0
"Gria2" 700 1032 989 648 913 430 668 581
"Gria3" 53 94 1 1 1 1 0 1
"Gria4" 89 4 160 129 4 0 24 86
"Grid1" 0 1 1 2 1 0 0 0
"Grid2" 0 1 0 1 71 27 0 25
"Grid2ip" 1 0 2 1 0 0 21 3
"Grifin" 0 0 0 1 0 0 0 0
"Grik1" 0 0 1 2 0 0 1 0
"Grik2" 412 136 674 479 84 70 306 373
"Grik3" 1 1 5 0 0 0 2 0
"Grik4" 1 0 0 0 1 0 1 27
"Grik5" 89 29 133 86 120 56 74 25
"Grin1" 0 0 0 0 0 0 1 1
"Grin1os" 0 5 0 0 0 1 0 0
"Grin2a" 0 0 1 0 1 0 0 0
"Grin2b" 137 179 144 214 239 153 551 367
"Grin2c" 1 0 2 14 0 0 0 60
"Grin2d" 24 11 22 2 0 13 0 0
"Grin3a" 246 111 3 239 1 36 185 177
"Grin3b" 0 0 2 0 0 0 0 1
"Grina" 711 454 84 539 366 168 669 1265
"Grip1" 0 1 0 0 7 0 71 27
"Grip1os1" 0 0 0 0 0 0 0 0
"Grip1os2" 0 0 0 0 0 0 0 0
"Grip2" 0 0 3 5 0 0 1 0
"Gripap1" 437 337 628 336 97 58 359 137
"Grk1" 2 0 1 0 0 0 0 0
"Grk4" 22 48 11 9 69 1 73 36
"Grk5" 19 0 1 0 2 14 2 1
"Grk6" 708 258 730 468 513 189 625 616
"Grm1" 96 126 168 116 13 32 1 2
"Grm2" 86 0 36 1 0 2 0 0
"Grm3" 200 114 101 179 401 384 407 794
"Grm4" 0 0 0 3 1 0 1 0
"Grm5" 31 85 0 5 53 2 0 67
"Grm6" 0 0 0 0 0 0 0 0
"Grm7" 0 0 0 1 0 0 0 0
"Grm8" 0 0 85 1 0 1 0 1
"Grn" 107 91 61 205 141 99 358 386
"Grp" 1 0 0 0 0 0 0 0
"Grpel1" 3429 2424 2911 2825 2712 1723 2804 3331
"Grpel2" 706 398 599 517 499 224 751 561
"Grpr" 92 0 0 0 61 50 109 85
"Grrp1" 0 0 61 24 0 0 0 0
"Grsf1" 884 863 1605 750 617 397 542 634
"Grtp1" 381 529 347 536 563 232 1044 421
"Grwd1" 944 599 1003 473 396 412 610 873
"Grxcr1" 0 0 2 0 0 0 0 0
"Grxcr2" 0 0 0 0 0 0 0 0
"Gsap" 373 224 328 377 320 194 780 402
"Gsc" 0 0 0 0 0 0 0 0
"Gsc2" 0 1 0 0 0 0 0 0
"Gsdma" 0 1 0 1 0 0 0 0
"Gsdma2" 0 0 0 0 0 0 0 0
"Gsdma3" 0 0 0 0 0 0 0 1
"Gsdmc" 0 0 0 0 0 0 0 0
"Gsdmc2" 0 0 0 0 0 0 0 3
"Gsdmc3" 1 0 0 0 0 0 0 0
"Gsdmc4" 0 0 0 0 0 0 0 0
"Gsdmcl-ps" 1 0 0 0 0 0 2 0
"Gsdmcl1" 0 0 0 0 0 0 0 0
"Gsdmcl2" 1 0 0 0 0 0 0 0
"Gsdmd" 112 0 1 0 49 23 71 0
"Gse1" 506 738 374 688 390 212 356 403
"Gsg1" 0 0 0 0 0 0 0 0
"Gsg1l" 0 0 0 0 0 2 0 0
"Gsg2" 343 194 364 289 86 177 326 465
"Gsk3a" 297 102 177 273 99 140 267 222
"Gsk3b" 1138 1248 1627 1218 851 566 940 911
"Gskip" 562 444 591 400 582 363 1022 990
"Gsn" 0 1 91 121 0 1 11 0
"Gspt1" 958 659 1119 929 896 549 727 773
"Gspt2" 111 12 0 120 18 65 40 33
"Gsr" 1133 469 822 508 679 569 1322 493
"Gss" 470 437 520 283 171 91 304 208
"Gsta1" 0 0 0 0 0 0 6 6
"Gsta2" 0 0 0 0 0 0 0 0
"Gsta3" 37 0 0 0 20 0 0 50
"Gsta4" 50 73 165 18 415 184 579 676
"Gstcd" 140 124 203 94 59 74 104 33
"Gstk1" 434 562 239 324 508 545 784 562
"Gstm1" 3338 2642 2942 2958 8350 3790 7154 10826
"Gstm2" 1 0 39 1 33 0 34 62
"Gstm3" 0 0 0 0 0 0 0 0
"Gstm4" 263 0 138 1 158 77 201 152
"Gstm5" 5404 3568 4152 4453 8070 4135 9017 9948
"Gstm6" 1 0 1 46 0 0 0 0
"Gstm7" 321 187 608 511 521 375 820 1509
"Gsto1" 2327 1352 2020 1888 1597 584 1630 1876
"Gsto2" 16 157 27 70 95 125 101 218
"Gstp1" 2490 1517 1927 2203 2295 1463 3151 2672
"Gstp2" 0 1 1 0 0 1 0 0
"Gstt1" 96 31 79 0 168 0 155 0
"Gstt2" 0 0 0 0 0 0 93 30
"Gstt3" 0 58 37 0 0 8 0 102
"Gstt4" 0 0 0 0 0 0 0 0
"Gstz1" 1777 902 1642 1571 986 564 1406 2492
"Gsx1" 2064 566 1782 1298 1005 355 540 602
"Gsx2" 1999 499 986 1115 638 178 1202 1303
"Gt(ROSA)26Sor" 2347 1167 2119 1873 1962 692 1634 1696
"Gtdc1" 223 103 235 25 138 68 153 0
"Gtf2a1" 1031 532 647 832 749 202 684 662
"Gtf2a1l" 0 0 0 0 0 0 0 0
"Gtf2a2" 4803 3149 4353 4847 3760 1729 5549 5326
"Gtf2b" 2169 1343 2071 1796 2273 822 1633 2281
"Gtf2e1" 667 282 828 508 225 293 568 811
"Gtf2e2" 3107 1967 3119 2490 2639 1465 2231 2320
"Gtf2f1" 2112 902 1431 1569 689 540 1225 1305
"Gtf2f2" 1104 598 1054 624 972 331 871 1257
"Gtf2h1" 520 575 1044 560 419 278 556 365
"Gtf2h2" 1523 1030 1521 1707 1050 583 1444 1895
"Gtf2h3" 928 467 568 1220 920 720 1302 1021
"Gtf2h4" 410 346 247 665 371 259 416 466
"Gtf2h5" 4986 3430 4263 4058 3631 1992 4305 4363
"Gtf2i" 1587 962 951 1662 728 797 1025 1040
"Gtf2ird1" 237 111 297 55 54 51 110 20
"Gtf2ird2" 71 7 146 64 2 23 52 1
"Gtf3a" 548 189 478 484 387 213 690 569
"Gtf3c1" 290 175 212 352 143 95 133 242
"Gtf3c2" 416 814 919 626 633 387 605 488
"Gtf3c3" 282 238 646 639 557 26 423 250
"Gtf3c4" 230 138 116 175 69 72 72 161
"Gtf3c5" 394 202 582 248 250 13 280 75
"Gtf3c6" 1316 1078 1944 1704 1169 961 1634 1814
"Gtpbp1" 43 96 145 137 82 97 124 175
"Gtpbp10" 641 208 459 515 300 135 212 194
"Gtpbp2" 60 117 76 17 16 178 5 17
"Gtpbp3" 104 64 65 50 60 87 121 62
"Gtpbp4" 2294 1621 2460 2471 1624 1314 1939 2057
"Gtpbp6" 153 86 118 58 79 48 50 129
"Gtpbp8" 517 253 292 339 293 121 387 162
"Gtse1" 793 522 594 505 416 562 990 864
"Gtsf1" 0 0 0 0 0 0 0 0
"Gtsf1l" 0 0 0 0 0 0 0 0
"Guca1a" 0 0 0 0 0 0 0 0
"Guca1b" 0 0 0 0 0 0 0 0
"Guca2a" 0 0 0 0 0 0 0 0
"Guca2b" 0 0 0 0 1 0 0 0
"Gucd1" 154 140 215 6 16 47 129 0
"Gucy1a2" 126 408 175 179 100 203 237 358
"Gucy1a3" 11 1 0 1 0 0 0 0
"Gucy1b2" 377 157 719 311 54 78 285 106
"Gucy1b3" 73 0 0 0 9 1 33 53
"Gucy2c" 0 2 0 0 1 0 0 1
"Gucy2d" 1 0 0 1 0 1 0 0
"Gucy2e" 0 1 0 0 2 0 1 0
"Gucy2f" 0 0 0 0 0 0 0 0
"Gucy2g" 0 0 0 1 1 4 0 0
"Guf1" 2125 1236 1731 1739 2007 993 2116 2720
"Guk1" 2503 1264 1969 2165 1905 1250 2093 2823
"Gulo" 0 0 0 0 0 1 0 0
"Gulp1" 0 20 168 221 0 212 126 42
"Gusb" 603 186 84 715 17 93 536 495
"Gvin1" 0 0 0 0 0 0 0 0
"Gxylt1" 218 134 214 57 115 147 220 206
"Gxylt2" 0 0 0 0 0 0 0 0
"Gyg" 170 168 227 264 389 216 586 994
"Gyk" 39 42 214 189 174 267 244 15
"Gykl1" 0 2 0 0 1 0 0 0
"Gyltl1b" 0 0 0 0 0 0 0 0
"Gypa" 0 0 0 0 0 1 0 0
"Gypc" 307 316 421 290 381 98 374 240
"Gys1" 135 76 59 69 118 62 80 85
"Gys2" 0 0 1 1 0 0 0 0
"Gzf1" 222 226 253 310 303 429 710 294
"Gzma" 0 0 0 0 0 0 0 0
"Gzmb" 0 0 0 0 1 0 0 0
"Gzmc" 0 0 0 0 0 0 0 0
"Gzmd" 0 0 0 0 0 0 0 0
"Gzme" 0 0 0 0 0 0 0 0
"Gzmf" 0 0 0 0 0 0 0 0
"Gzmg" 0 0 0 0 0 0 0 0
"Gzmk" 0 0 1 0 0 0 0 0
"Gzmm" 4 1 0 0 30 0 3 1
"Gzmn" 0 0 0 0 0 0 0 0
"H13" 933 519 1265 449 827 386 625 928
"H19" 0 0 0 0 0 0 0 0
"H1f0" 8630 3157 4572 4803 2343 1130 4156 4237
"H1fnt" 0 0 2 0 0 0 0 0
"H1foo" 0 0 0 0 0 0 1 1
"H1fx" 1897 849 1401 1839 1225 579 1701 1273
"H2-Aa" 0 0 0 0 0 0 0 208
"H2-Ab1" 0 0 0 1 0 0 0 888
"H2-Bl" 0 0 0 0 0 1 0 0
"H2-D1" 527 174 92 343 1049 586 810 982
"H2-DMa" 5 7 78 0 57 0 0 72
"H2-DMb1" 0 0 1 0 0 1 0 0
"H2-DMb2" 0 0 0 0 0 1 0 0
"H2-Ea-ps" 0 0 0 0 0 0 0 0
"H2-Eb1" 36 0 7 18 8 4 14 48
"H2-Eb2" 0 0 0 0 0 0 0 0
"H2-K1" 271 282 48 168 600 355 431 1588
"H2-K2" 0 0 0 0 62 0 0 0
"H2-Ke6" 1158 380 697 422 706 575 1182 806
"H2-L" 0 0 0 0 1 0 1 0
"H2-M1" 0 0 0 0 0 0 0 0
"H2-M10.1" 1 0 0 0 0 0 0 0
"H2-M10.2" 1 0 0 0 0 0 0 0
"H2-M10.3" 0 0 0 0 0 0 0 0
"H2-M10.4" 0 0 0 0 0 0 0 0
"H2-M10.5" 0 0 0 0 0 0 0 0
"H2-M10.6" 0 0 0 0 0 0 0 0
"H2-M11" 0 0 0 0 0 0 0 0
"H2-M2" 0 0 0 0 0 0 0 0
"H2-M3" 52 0 0 0 71 23 1 1
"H2-M5" 30 16 0 2 0 2 0 11
"H2-M9" 0 0 0 0 0 0 0 0
"H2-Oa" 0 0 0 0 0 1 0 0
"H2-Ob" 0 0 0 0 0 0 0 0
"H2-Q1" 0 0 0 0 0 0 0 0
"H2-Q10" 1 0 0 0 0 0 0 0
"H2-Q2" 0 0 0 0 0 0 0 0
"H2-Q4" 7 0 4 1 8 0 0 5
"H2-Q5" 0 0 0 0 0 0 0 16
"H2-Q6" 0 0 0 0 0 0 0 0
"H2-Q7" 0 0 0 0 0 0 0 0
"H2-Q8" 0 0 0 0 0 0 0 0
"H2-Q9" 0 0 0 0 0 0 0 0
"H2-T10" 0 0 61 0 0 38 0 1
"H2-T22" 0 0 0 0 0 0 0 0
"H2-T23" 173 16 1 2 309 57 101 210
"H2-T24" 56 80 53 31 71 41 51 41
"H2-T3" 0 0 0 1 0 0 0 0
"H2-T9" 0 0 0 0 0 0 0 0
"H2afb1" 0 0 0 0 0 0 0 0
"H2afb2" 0 0 0 0 0 0 0 1
"H2afb3" 0 0 0 0 0 0 0 0
"H2afj" 1441 1053 1264 1264 1303 529 1778 1391
"H2afv" 26141 17602 23540 30976 21351 12133 30108 26825
"H2afx" 13779 3798 13260 11569 7599 3008 10149 11122
"H2afy" 7270 4435 7370 6543 4671 2201 6715 5097
"H2afy2" 1215 610 1473 931 504 280 666 716
"H2afy3" 1 1 1 0 0 1 1 1
"H2afz" 41842 21570 34957 38594 27205 15986 38504 37594
"H2bfm" 1 0 0 0 0 0 0 0
"H3f3a" 18081 8949 14133 17071 11098 5488 12569 13775
"H3f3b" 100835 51270 92574 79168 70196 24095 63017 73617
"H60b" 33 38 0 0 0 0 0 0
"H60c" 0 0 2 0 0 0 0 0
"H6pd" 5 0 55 0 0 39 3 0
"Haao" 0 0 0 0 0 0 0 0
"Habp2" 0 0 0 0 0 0 1 0
"Habp4" 306 168 151 259 32 100 305 238
"Hacd1" 862 480 743 585 688 359 612 857
"Hacd2" 466 397 580 431 799 327 853 815
"Hacd3" 1954 958 2676 1505 757 946 2221 2172
"Hacd4" 0 0 46 0 0 0 0 2
"Hace1" 97 68 62 80 311 10 283 111
"Hacl1" 216 140 160 215 202 87 637 252
"Hadh" 1150 343 836 529 616 710 1257 1631
"Hadha" 628 333 661 529 487 246 699 622
"Hadhb" 1302 366 1363 1046 1365 733 1909 1157
"Hagh" 513 515 765 1349 1039 348 1229 1211
"Haghl" 789 150 328 655 537 304 723 979
"Haglr" 0 2 0 0 0 0 0 1
"Hal" 0 0 1 0 0 1 0 0
"Halr1" 0 0 0 1 0 0 0 0
"Hamp" 0 0 0 0 0 0 0 0
"Hamp2" 1 0 0 0 0 1 0 0
"Hand1" 0 0 0 0 0 0 0 0
"Hand2" 0 1 0 0 0 0 0 0
"Hao1" 0 0 0 0 0 0 0 0
"Hao2" 0 0 0 0 0 0 0 0
"Hap1" 84 107 45 20 0 39 170 140
"Hapln1" 0 48 0 0 68 24 69 30
"Hapln2" 0 0 0 0 0 0 0 0
"Hapln3" 46 0 5 0 63 0 43 0
"Hapln4" 0 0 0 0 0 1 0 0
"Harbi1" 491 152 367 489 172 115 289 358
"Hars" 2562 1025 1569 1323 1092 648 923 1924
"Hars2" 643 352 466 297 276 162 294 140
"Has1" 0 0 0 0 0 0 0 0
"Has2" 69 0 0 0 0 0 0 7
"Has2os" 0 0 0 0 0 0 0 0
"Has3" 0 3 0 0 0 0 0 0
"Hat1" 12675 5145 9783 9017 7301 3198 8142 7508
"Haus1" 3443 1683 3022 2683 2683 1612 3829 2545
"Haus2" 1672 867 1100 1178 1411 201 1186 2065
"Haus3" 2964 1161 3673 3189 1563 1000 2641 2347
"Haus4" 1866 959 1687 1979 1100 854 2014 1704
"Haus5" 1576 666 1090 578 477 161 1000 658
"Haus6" 513 497 535 402 339 228 163 19
"Haus7" 1511 918 1266 925 1591 360 2044 1913
"Haus8" 1219 563 789 1079 580 283 975 697
"Havcr1" 0 0 0 0 0 0 0 0
"Havcr2" 0 1 0 2 2 0 0 0
"Hax1" 1799 808 1210 1769 1462 709 1340 1524
"Hba-a1" 0 0 0 0 0 0 0 0
"Hba-a2" 0 0 0 0 0 0 0 0
"Hba-x" 0 0 0 0 0 1 0 1
"Hbb-b1" 0 0 0 0 0 0 0 0
"Hbb-b2" 0 0 0 0 0 0 0 0
"Hbb-bh1" 0 0 0 0 0 0 0 0
"Hbb-bh2" 0 0 0 0 0 0 0 0
"Hbb-bs" 0 0 0 0 0 0 0 0
"Hbb-bt" 0 0 0 0 0 0 0 0
"Hbb-y" 0 0 0 0 0 0 0 0
"Hbegf" 73 0 0 36 6 20 116 28
"Hbp1" 2715 1078 3167 2245 1794 915 2270 1983
"Hbq1a" 0 0 0 0 0 0 0 0
"Hbq1b" 0 1 0 0 0 1 0 0
"Hbs1l" 1205 991 1322 898 679 503 1545 574
"Hc" 0 0 0 1 0 0 0 0
"Hcar1" 0 0 0 0 0 0 0 1
"Hcar2" 0 0 0 0 0 0 0 0
"Hccs" 228 587 238 596 278 245 600 808
"Hcfc1" 422 639 388 596 391 276 503 697
"Hcfc1r1" 535 467 354 898 634 585 959 990
"Hcfc2" 411 274 524 169 204 243 247 281
"Hck" 0 0 1 0 0 0 0 0
"Hcls1" 1 0 1 0 1 1 0 0
"Hcn1" 0 0 0 0 9 0 1 0
"Hcn2" 1 0 0 1 0 0 2 23
"Hcn3" 0 9 52 26 0 15 28 17
"Hcn4" 0 0 0 1 0 0 0 0
"Hcrt" 0 1 0 0 1 0 0 4
"Hcrtr1" 0 0 0 0 0 0 1 0
"Hcrtr2" 10 22 0 0 0 0 0 0
"Hcst" 0 0 0 0 0 0 0 0
"Hdac1" 1483 752 1437 1684 615 784 1775 997
"Hdac10" 401 351 190 572 309 146 178 228
"Hdac11" 62 34 58 27 52 15 105 0
"Hdac2" 7652 4332 9978 8864 3943 2412 5425 4819
"Hdac3" 1763 925 1704 1643 1250 939 2009 2456
"Hdac4" 118 83 66 256 153 177 273 150
"Hdac5" 37 77 87 57 172 124 25 235
"Hdac6" 145 49 283 106 79 63 123 253
"Hdac7" 103 72 18 77 43 52 31 51
"Hdac8" 201 130 373 279 223 120 451 148
"Hdac9" 80 133 393 69 55 130 368 465
"Hdc" 94 0 0 0 0 0 0 0
"Hddc2" 1142 624 802 762 1317 764 1472 1947
"Hddc3" 179 122 124 214 53 90 270 196
"Hdgf" 6901 3893 6160 6162 5014 2845 6339 5696
"Hdgfl1" 0 0 0 1 0 0 0 0
"Hdgfrp2" 631 270 271 583 398 359 760 286
"Hdgfrp3" 1572 1300 1542 1466 898 969 934 1065
"Hdhd1a" 0 0 0 0 0 0 1 0
"Hdhd2" 1728 946 1568 1830 1649 1083 2811 2138
"Hdhd3" 113 0 106 101 70 67 0 182
"Hdlbp" 475 363 484 782 204 317 726 924
"Hdx" 169 117 219 87 111 29 76 116
"Heatr1" 235 270 215 119 162 94 127 49
"Heatr3" 112 83 270 206 148 212 140 254
"Heatr5a" 10 18 36 117 175 68 230 92
"Heatr5b" 6 60 12 115 10 29 296 12
"Heatr6" 512 170 317 280 164 150 269 76
"Heatr9" 0 0 0 9 0 0 0 28
"Hebp1" 6 0 0 0 19 5 14 13
"Hebp2" 0 1 46 64 0 25 74 0
"Heca" 6 52 137 0 14 26 89 64
"Hectd1" 463 373 807 389 568 326 531 1035
"Hectd2" 58 188 179 73 95 32 86 7
"Hectd3" 15 342 31 211 43 49 143 127
"Hecw1" 37 1 0 1 0 0 0 0
"Hecw2" 1 0 137 0 1 12 2 0
"Heg1" 7 42 0 82 34 13 0 20
"Helb" 0 56 32 48 29 1 99 59
"Hells" 1623 1686 1779 962 895 835 1901 1434
"Helq" 342 138 113 59 120 45 53 133
"Helt" 2045 1340 1883 3337 2166 622 901 2093
"Helz" 98 49 101 0 178 59 120 97
"Helz2" 39 2 0 0 0 40 100 0
"Hemgn" 0 0 0 0 0 1 0 1
"Hemk1" 197 172 319 56 22 55 99 153
"Henmt1" 0 0 0 0 0 49 143 93
"Hepacam" 645 329 403 721 621 382 592 713
"Hepacam2" 0 1 0 0 0 0 0 0
"Heph" 2 2 0 0 3 9 0 43
"Hephl1" 0 0 0 0 0 0 0 1
"Herc1" 954 621 261 290 367 161 393 314
"Herc2" 190 571 508 390 227 174 253 98
"Herc3" 251 117 149 0 202 87 251 234
"Herc4" 236 25 529 499 113 134 453 119
"Herc6" 752 334 399 747 594 371 513 621
"Herpud1" 2547 1203 1577 1788 1491 516 1765 2215
"Herpud2" 421 392 195 371 463 235 451 381
"Hes1" 173 342 407 589 380 347 1107 418
"Hes2" 0 0 0 0 0 0 1 0
"Hes3" 0 0 0 0 0 0 0 1
"Hes5" 2171 2403 3783 3021 3051 1310 3443 3622
"Hes6" 17163 11302 17189 15865 18713 7865 18866 20878
"Hes7" 0 0 0 0 0 0 0 0
"Hesx1" 0 0 0 0 0 0 1 1
"Hexa" 884 544 655 447 788 248 965 696
"Hexb" 286 108 1 77 173 67 129 422
"Hexdc" 15 16 114 0 90 27 0 83
"Hexim1" 158 96 119 47 106 78 183 61
"Hexim2" 160 134 257 385 13 24 163 187
"Hey1" 86 64 0 163 61 79 73 0
"Hey2" 53 10 18 0 9 40 2 0
"Heyl" 2 0 0 0 0 0 0 2
"Hfe" 0 1 16 0 0 0 0 110
"Hfe2" 0 0 102 0 0 0 0 0
"Hfm1" 333 178 285 254 116 131 183 114
"Hgd" 0 0 1 0 0 0 0 0
"Hgf" 0 0 0 0 0 0 29 0
"Hgfac" 1 0 1 0 2 0 19 0
"Hgh1" 115 166 113 169 115 24 255 180
"Hgs" 245 192 539 416 328 585 347 186
"Hgsnat" 242 89 292 257 380 96 191 319
"Hhat" 0 1 7 0 0 0 0 40
"Hhatl" 0 0 0 0 0 1 1 0
"Hhex" 0 0 0 0 0 0 2 0
"Hhip" 67 106 0 65 0 47 3 198
"Hhipl1" 1 0 0 1 0 0 0 1
"Hhipl2" 0 0 0 0 0 0 0 0
"Hhla1" 0 0 1 1 0 0 0 0
"Hiat1" 842 602 729 810 809 505 724 532
"Hiatl1" 193 283 335 212 255 75 273 223
"Hibadh" 1733 765 2561 1717 1309 762 2387 2848
"Hibch" 538 348 628 545 441 426 1177 632
"Hic1" 0 0 0 0 2 0 0 1
"Hic2" 165 145 22 150 3 9 41 19
"Hid1" 189 1 0 0 0 15 22 34
"Hif1a" 1024 704 1195 889 514 628 509 271
"Hif1an" 240 78 244 339 130 14 68 160
"Hif3a" 1 0 0 1 0 0 2 0
"Higd1a" 2445 1578 1239 2137 2044 1093 2770 2425
"Higd1b" 43 0 0 6 0 0 0 0
"Higd1c" 0 0 0 0 0 0 0 0
"Higd2a" 1706 1357 1697 1917 1919 930 2343 1862
"Hilpda" 1154 385 1102 624 733 296 619 1290
"Hils1" 0 0 0 0 0 0 0 0
"Hinfp" 63 37 29 347 152 44 199 120
"Hint1" 12386 7601 9430 10647 8088 5282 11172 10339
"Hint2" 808 517 389 728 780 569 1364 1635
"Hint3" 222 52 268 283 323 167 428 318
"Hip1" 266 316 219 362 183 266 738 312
"Hip1r" 172 36 0 99 0 29 2 0
"Hipk1" 772 676 875 981 787 398 798 662
"Hipk2" 236 146 479 401 77 78 124 164
"Hipk3" 286 506 200 91 210 247 178 141
"Hipk4" 0 0 0 0 0 0 1 0
"Hira" 235 98 182 233 66 62 74 95
"Hirip3" 592 392 441 741 410 387 688 373
"Hist1h1a" 121 73 88 77 57 27 84 107
"Hist1h1b" 1137 770 1148 1189 764 227 1169 878
"Hist1h1c" 490 179 419 336 203 96 215 303
"Hist1h1d" 11 23 86 23 28 1 14 65
"Hist1h1e" 1211 928 818 1006 654 581 917 1114
"Hist1h1t" 0 0 0 0 0 0 0 0
"Hist1h2aa" 0 0 0 0 0 1 0 0
"Hist1h2ab" 106 42 132 171 104 41 67 73
"Hist1h2ac" 55 22 58 74 21 4 30 19
"Hist1h2ad" 8 0 5 4 1 3 0 16
"Hist1h2ae" 1391 546 1042 1237 765 293 1045 1016
"Hist1h2af" 18 11 3 11 13 10 14 44
"Hist1h2ag" 65 24 50 47 33 5 18 11
"Hist1h2ah" 20 2 20 17 6 10 18 15
"Hist1h2ai" 44 3 21 28 17 29 12 4
"Hist1h2ak" 69 4 23 25 8 6 32 11
"Hist1h2an" 35 20 17 38 11 2 9 25
"Hist1h2ao" 0 0 1 0 1 0 1 2
"Hist1h2ap" 0 0 0 0 0 0 0 0
"Hist1h2ba" 0 0 0 0 0 0 0 0
"Hist1h2bb" 0 0 31 0 32 10 6 32
"Hist1h2bc" 2700 1747 2257 2053 1646 677 1589 1042
"Hist1h2be" 69 17 132 3 104 7 49 4
"Hist1h2bf" 5 1 13 0 5 0 0 0
"Hist1h2bg" 62 0 61 77 5 0 14 22
"Hist1h2bh" 40 1 30 0 0 0 0 0
"Hist1h2bj" 67 17 60 25 0 0 0 9
"Hist1h2bk" 13 18 5 9 6 14 8 0
"Hist1h2bl" 1 6 2 0 0 0 0 1
"Hist1h2bm" 30 8 21 16 0 6 1 0
"Hist1h2bn" 26 18 65 0 17 0 4 0
"Hist1h2bp" 2 2 74 84 12 43 31 23
"Hist1h2bq" 0 0 0 0 0 0 0 0
"Hist1h2br" 0 0 0 0 0 0 0 0
"Hist1h3a" 2 37 35 42 26 0 1 0
"Hist1h3b" 48 38 20 44 38 14 5 14
"Hist1h3c" 14 1 19 3 0 1 12 11
"Hist1h3d" 38 3 43 5 5 0 3 9
"Hist1h3e" 26 1 42 20 3 9 1 1
"Hist1h3f" 1 1 0 18 10 0 7 1
"Hist1h3g" 53 0 46 45 2 18 0 2
"Hist1h3h" 0 0 0 8 4 0 0 0
"Hist1h3i" 40 20 14 5 14 2 25 23
"Hist1h4a" 12 0 4 0 0 0 14 0
"Hist1h4b" 0 0 0 3 0 0 0 0
"Hist1h4c" 29 31 81 23 15 0 8 12
